Bankleitzahl,BIC
35211012,ESSEDE5F352
35251000,WELADED1DIN
35251000,
35251000,
35261248,GENODED1DLK
35261248,
35261248,
35450000,WELADED1MOR
35450000,
35450000,
35450000,
35451460,WELADED1NVL
35451775,WELADED1RHB
35461106,GENODED1NRH
35461106,
35461106,
35461106,
35461106,
35461106,
35461106,
35461106,
35461106,
35461106,
35461106,
35600000,MARKDEF1356
35640064,COBADEFF356
35640064,COBADEFF351
35640064,
35640064,COBADEFF321
35640064,COBADEFF352
35650000,WELADED1WES
35650000,
35650000,
35660599,GENODED1RLW
35660599,
35660599,
35660599,
35850000,WELADED1EMR
35850000,
35860245,GENODED1EMR
35860245,
35860245,
36000000,MARKDEF1360
36010043,PBNKDEFFXXX
36010111,ESSEDE5F360
36010111,ESSEDE5F361
36010200,VONEDE33XXX
36010424,AARBDE5W360
36010600,GABKDE31XXX
36010699,GABKDE31699
36020030,
36020030,
36020030,
36020030,NBAGDE3EXXX
36020030,
36020030,
36020030,
36020030,
36020030,
36020030,
36020186,HYVEDEMM360
36020186,HYVEDEMM360
36020700,HSTBDEH1ESS
36033300,SCFBDE33XXX
36036000,VABKDE3EXXX
36040039,COBADEFF360
36040039,COBADEFF424
36040039,COBADEFF422
36040039,COBADEFF423
36040039,COBADEFF363
36040039,COBADEFF361
36040039,COBADEFF425
36040060,COBADEFF082
36040061,COBADEFF083
36040085,COBADEFFINT
36050000,WELADE3EXXX
36050105,SPESDE3EXXX
36060192,GENODED1PA2
36060295,GENODED1BBE
36060295,
36060488,GENODEM1GBE
36060488,
36060488,
36060591,GENODED1SPE
36060591,
36060591,
36060591,
36060591,
36060591,
36060591,
36060591,
36060591,
36060591,
36060591,
36060591,
36060591,
36060591,
36060591,
36060591,
36060610,DAAEDED1010
36070024,DEUTDEDBESS
36070050,DEUTDEDEXXX
36080080,DRESDEFF360
36080080,
36080080,
36080080,
36080085,DRESDEFFI66
36089321,DRESDEFFI17
36200000,MARKDEF1362
36210111,ESSEDE5F362
36220030,NBAGDE3EXXX
36240045,COBADEFF362
36250000,SPMHDE3EXXX
36270024,DEUTDEDB362
36270048,DEUTDEDE362
36280071,DRESDEFF362
36500000,MARKDEF1365
36520030,NBAGDE3EXXX
36540046,COBADEFF365
36550000,WELADED1OBH
36570024,DEUTDEDB365
36570049,DEUTDEDE365
36580072,DRESDEFF365
37000000,MARKDEF1370
37010050,PBNKDEFFXXX
37010111,ESSEDE5F370
37010111,ESSEDE5F372
37010111,ESSEDE5F371
37010222,ABNADEFFKOE
37010600,GEBADE33XXX
37011000,PBNKDEFFXXX
37013030,DEZMDE31XXX
37020090,HYVEDEMM429
37020090,HYVEDEMM429
37020200,AXABDE31XXX
37020400,TOBADE33XXX
37020500,BFSWDE33XXX
37020500,
37020599,BFSWDE33BEK
37020600,AKBCDE31XXX
37020900,FDBADE3KXXX
37021100,MAZDDED1XXX
37021200,VOLVDE31XXX
37021201,VOLVDE3K001
37021300,JAGUDE31XXX
37021400,LRFSDE31XXX
37030200,SOPPDE3KXXX
37030700,WWBADE31XXX
37030800,ISBKDEFXKOL
37040037,COBADEFFS03
37040044,COBADEFF370
37040044,COBADEFF373
37040044,COBADEFF368
37040044,COBADEFF367
37040044,COBADEFF372
37040044,COBADEFF371
37040044,COBADEFF377
37040044,COBADEFF369
37040044,COBADEFF374
37040044,COBADEFF366
37040044,
37040044,
37040044,
37040044,
37040044,
37040044,
37040044,COBADEFF376
37040048,
37040048,COBADEFF937
37040060,COBADEFF086
37040061,COBADEFF087
37050198,COLSDE33XXX
37050299,COKSDE33XXX
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37050299,
37060120,GENODED1PA7
37060193,GENODED1PAX
37060193,
37060590,GENODED1SPK
37060590,
37060590,
37060590,
37060590,
37060590,
37060590,
37060590,
37060590,
37060590,
37060590,
37060590,
37060590,
37060590,
37060590,
37060590,
37060615,DAAEDED1015
37060993,GENODEF1P13
37062124,GENODED1BGL
37062124,
37062365,GENODED1FHH
37062365,
37062365,
37062365,
37062365,
37062365,
37062365,
37062600,GENODED1PAF
37062600,
37062600,
37062600,
37063367,GENODED1FKH
37063367,
37069101,GENODED1AEG
37069101,
37069103,GENODED1ALD
37069103,
37069103,
37069125,GENODED1RKO
37069125,
37069125,
37069125,
37069153,
37069153,GENODED1HCK
37069153,
37069164,GENODED1MBU
37069164,
37069252,GENODED1ERE
37069252,
37069252,
37069252,
37069252,
37069302,GENODED1GLK
37069302,
37069302,
37069302,
37069303,
37069303,
37069303,GENODED1GKK
37069306,
37069306,GENODED1GRB
37069306,
37069306,
37069306,
37069306,
37069322,GENODED1EGY
37069322,
37069330,GENODED1HAW
37069330,
37069331,
37069331,GENODED1KHO
37069342,GENODED1HMB
37069342,
37069354,
37069354,GENODED1SEG
37069355,GENODED1AHO
37069355,
37069381,GENODED1IMM
37069381,
37069381,
37069401,GENODED1JUK
37069401,
37069405,GENODED1KAA
37069405,
37069412,GENODED1HRB
37069412,
37069412,
37069412,
37069412,
37069427,GENODED1DHK
37069427,
37069429,GENODED1KNL
37069429,
37069429,
37069472,GENODED1ERF
37069520,GENODED1RST
37069520,
37069520,
37069520,
37069520,
37069520,
37069520,
37069521,GENODED1MNH
37069521,
37069521,
37069521,
37069521,
37069521,
37069521,
37069521,
37069524,GENODED1MUC
37069524,
37069524,
37069577,GENODED1ODT
37069627,GENODED1RBC
37069627,
37069627,
37069627,
37069627,
37069627,
37069639,GENODED1WND
37069639,
37069642,GENODED1SMR
37069642,
37069642,
37069642,
37069642,
37069707,GENODED1SAM
37069707,
37069720,GENODED1SLE
37069720,
37069720,
37069720,
37069720,
37069720,
37069720,
37069805,GENODED1WVI
37069805,
37069833,GENODED1WSL
37069840,GENODED1WPF
37069840,
37069840,
37069991,GENODED1BRL
37069991,
37070000,DEUTDEDK402
37070024,DEUTDEDBKOE
37070024,DEUTDEDB379
37070024,DEUTDEDB938
37070024,DEUTDEDB373
37070024,DEUTDEDB370
37070024,DEUTDEDB939
37070024,DEUTDEDB353
37070024,DEUTDEDB940
37070024,DEUTDEDB355
37070024,DEUTDEDB372
37070024,DEUTDEDB941
37070024,DEUTDEDB357
37070024,DEUTDEDB358
37070024,DEUTDEDB386
37070024,DEUTDEDB360
37070024,DEUTDEDB371
37070060,DEUTDEDKXXX
37070060,DEUTDEDK372
37070060,DEUTDEDK370
37070060,DEUTDEDK373
37070060,DEUTDEDK351
37070060,DEUTDEDK354
37070060,DEUTDEDK352
37070060,DEUTDEDK355
37070060,DEUTDEDK356
37070060,DEUTDEDK360
37070060,DEUTDEDK386
37070060,DEUTDEDK371
37070060,DEUTDEDK379
37070060,DEUTDEDK357
37070060,DEUTDEDK353
37070060,DEUTDEDK358
37080040,DRESDEFF370
37080040,
37080040,
37080040,
37080040,
37080040,
37080040,
37080040,
37080040,
37080040,
37080040,
37080040,
37080040,
37080040,
37080040,
37080040,
37080085,DRESDEFFI51
37080086,DRESDEFFI67
37080087,DRESDEFFI96
37080088,DRESDEFFI97
37080089,DRESDEFFI98
37080090,DRESDEFFJ01
37080091,DRESDEFFJ02
37080092,DRESDEFFJ03
37080093,DRESDEFFJ04
37080094,DRESDEFFJ05
37080095,DRESDEFFJ06
37080096,DRESDEFFXXX
37080097,DRESDEFFXXX
37080098,DRESDEFFJ07
37080099,DRESDEFFI36
37089340,DRESDEFFI04
37089342,DRESDEFFI05
37160087,GENODED1CGN
37160087,
37161289,GENODED1BRH
37161289,
37161289,
37161289,
37161289,
37161289,
37161289,
37540050,COBADEFF375
37551020,WELADED1LEI
37551440,WELADEDLLEV
37551670,DUSSDED1MON
37551780,WELADED1LAF
37560092,GENODED1RWL
37560092,
37560092,
37560092,
37570024,DEUTDEDB375
37570024,DEUTDEDB378
37570024,DEUTDEDB377
37570064,DEUTDEDK375
37570064,DEUTDEDK378
37570064,DEUTDEDK377
38000000,MARKDEF1380
38010053,PBNKDEFF380
38010111,ESSEDE5F380
38010700,PBNKDEFFDSL
38010900,DTABDED1XXX
38010999,DTABDED1AUS
38011000,VZVDDED1XXX
38011001,VZVDDED1001
38011002,VZVDDED1002
38011003,VZVDDED1003
38011004,VZVDDED1004
38011005,VZVDDED1005
38011006,VZVDDED1006
38011007,VZVDDED1007
38011008,VZVDDED1008
38020090,HYVEDEMM402
38040007,COBADEFF380
38040007,COBADEFF385
38040007,COBADEFF387
38040007,COBADEFF383
38040007,COBADEFF359
38040007,COBADEFF386
38050000,COLSDE33BON
38051290,WELADED1HON
38060186,GENODED1BRS
38060186,
38060186,
38060186,
38060186,
38060186,
38060186,
38060186,
38060186,
38060186,
38060186,
38070024,DEUTDEDB380
38070024,DEUTDEDB944
38070024,DEUTDEDB943
38070024,DEUTDEDB946
38070024,DEUTDEDB942
38070024,DEUTDEDB945
38070059,DEUTDEDK380
38070059,DEUTDEDK385
38070059,DEUTDEDK389
38070059,DEUTDEDK388
38070059,DEUTDEDK384
38070059,DEUTDEDK387
38070724,DEUTDEDBXXX
38077724,DEUTDEDB383
38080055,DRESDEFF380
38160220,GENODED1HBO
38160220,
38160220,
38250110,WELADED1EUS
38250110,
38250110,
38250110,
38250110,
38250110,
38260082,GENODED1EVB
38260082,
38260082,
38260082,
38260082,
38260082,
38260082,
38260082,
38440016,COBADEFF384
38440016,COBADEFF388
38440016,COBADEFF389
38440016,COBADEFF379
38450000,WELADED1GMB
38450000,
38452490,WELADED1WIE
38452490,
38462135,
38462135,
38462135,
38462135,
38462135,
38462135,GENODED1WIL
38462135,
38462135,
38462135,
38462135,
38462135,
38462135,
38470024,DEUTDEDB384
38470024,DEUTDEDB385
38470024,DEUTDEDB388
38470024,DEUTDEDB389
38470024,DEUTDEDB387
38470091,DEUTDEDW384
38470091,DEUTDEDW385
38470091,DEUTDEDW388
38470091,DEUTDEDW389
38470091,DEUTDEDW387
38600000,MARKDEF1386
38621500,GENODED1STB
38650000,WELADED1SGB
38651390,WELADED1HEN
39000000,MARKDEF1390
39010111,ESSEDE5F390
39010111,ESSEDE5F391
39020000,AABSDE31XXX
39040013,COBADEFF390
39040013,COBADEFF391
39040013,COBADEFF393
39040013,COBADEFF397
39040013,COBADEFF392
39040013,COBADEFF394
39040013,COBADEFF396
39040013,
39040013,
39040013,
39050000,AACSDE33XXX
39050000,
39050000,
39050000,
39050000,
39050000,
39050000,
39050000,
39050000,
39050000,
39060180,GENODED1AAC
39060180,
39060180,
39060180,
39060180,
39060180,
39060180,
39060630,DAAEDED1030
39061981,GENODED1HNB
39061981,
39070020,DEUTDEDK390
39070020,DEUTDEDK391
39070020,DEUTDEDK398
39070020,
39070020,DEUTDEDK392
39070020,DEUTDEDK394
39070020,DEUTDEDK397
39070020,DEUTDEDK399
39070020,DEUTDEDK393
39070020,DEUTDEDK400
39070020,DEUTDEDK401
39070024,DEUTDEDB390
39070024,
39070024,DEUTDEDB398
39070024,DEUTDEDB391
39070024,DEUTDEDB948
39070024,DEUTDEDB397
39070024,DEUTDEDB394
39070024,DEUTDEDB392
39070024,DEUTDEDB393
39070024,DEUTDEDB399
39070024,DEUTDEDB947
39080005,DRESDEFF390
39080005,
39080005,
39080005,
39080005,
39080005,
39080098,DRESDEFFI37
39080099,DRESDEFFI38
39160191,GENODED1PA1
39161490,GENODED1AAS
39162980,GENODED1WUR
39162980,
39162980,
39162980,
39162980,
39162980,
39162980,
39162980,
39162980,
39162980,
39362254,GENODED1RSC
39362254,
39500000,MARKDEF1395
39540052,COBADEFF395
39550110,SDUEDE33XXX
39550110,
39550110,
39550110,
39550110,
39550110,
39550110,
39550110,
39550110,
39550110,
39550110,
39550110,
39550110,
39550110,
39550110,
39560201,GENODED1DUE
39560201,
39560201,
39560201,
39560201,
39560201,
39570024,DEUTDEDB395
39570024,DEUTDEDB396
39570061,DEUTDEDK395
39570061,DEUTDEDK396
39580041,DRESDEFF395
39580041,
39580041,
39580041,
39580041,
39580041,
40000000,MARKDEF1400
40010111,ESSEDE5F400
40022000,NRWBDEDMMST
40030000,MLBKDE3MXXX
40040028,COBADEFF400
40040028,COBADEFF405
40040028,COBADEFF402
40040028,COBADEFF401
40040028,COBADEFF407
40040028,COBADEFF404
40040028,
40040028,
40050000,WELADE3MXXX
40050150,WELADED1MST
40050150,
40050150,
40050150,
40050150,
40050150,
40050150,
40050150,
40050150,
40050150,
40050150,
40055555,LBSWDE31XXX
40060000,GENODEMSXXX
40060000,
40060265,GENODEM1DKM
40060265,
40060300,GENODEM1WLM
40060300,
40060560,GENODEF1S08
40060560,
40060560,
40060560,
40060560,
40060560,
40060560,
40060560,
40060614,DAAEDED1014
40061238,
40061238,GENODEM1GRV
40061238,
40061238,
40069226,GENODEM1CND
40069226,
40069226,
40069226,
40069266,GENODEM1MAS
40069266,
40069283,
40069283,GENODEM1SLN
40069283,
40069348,
40069348,GENODEM1MDB
40069362,GENODEM1SAE
40069362,
40069363,GENODEM1SMB
40069363,
40069371,GENODEM1BTH
40069371,
40069408,GENODEM1BAU
40069408,
40069408,
40069408,
40069408,
40069462,GENODEM1MSS
40069462,
40069477,GENODEM1DWU
40069546,GENODEM1SDN
40069546,
40069600,GENODEM1MAB
40069600,
40069601,GENODEM1CAN
40069601,
40069606,GENODEM1ERR
40069606,
40069622,GENODEM1LSP
40069622,
40069636,GENODEM1CLE
40069709,GENODEM1DLR
40069709,
40069716,GENODEM1SCN
40069716,
40070024,DEUTDEDB400
40070024,DEUTDEDB949
40070024,DEUTDEDB950
40070024,DEUTDEDB951
40070024,DEUTDEDB952
40070024,DEUTDEDB404
40070080,DEUTDE3B400
40070080,DEUTDE3B442
40070080,DEUTDE3B443
40070080,DEUTDE3B441
40070080,DEUTDE3B404
40070080,DEUTDE3B440
40080040,DRESDEFF400
40080040,
40080040,
40080040,
40080040,
40080040,
40080085,DRESDEFFI68
40090900,GENODEF1P15
40150001,
40153768,WELADED1EMS
40153768,
40154006,WELADED1GRO
40154476,WELADED1LEN
40154530,WELADE3WXXX
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154530,
40154702,WELADED1STL
40160050,GENODEM1MSC
40160050,
40160050,
40160050,
40160050,
40163720,
40163720,
40163720,
40163720,
40163720,GENODEM1SEE
40164024,
40164024,GENODEM1GRN
40164024,
40164024,
40164024,
40164024,
40164024,
40164024,
40164256,GENODEM1LAE
40164256,
40164256,
40164352,GENODEM1CNO
40164352,
40164528,GENODEM1LHN
40164528,
40164528,
40164618,GENODEM1OTR
40164618,
40164618,
40164901,
40164901,GENODEM1GE1
40165366,
40165366,GENODEM1SEM
40165366,
40166439,GENODEM1LLE
40166800,GENODEM1BUL
40300000,MARKDEF1403
40340030,COBADEFF403
40340030,COBADEFF406
40350005,WELADED1RHN
40351060,WELADED1STF
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351060,
40351220,WELADED1IBB
40361627,GENODEM1WKP
40361627,
40361627,
40361906,GENODEM1IBB
40361906,
40361906,
40361906,
40361906,
40361906,
40361906,
40361906,
40361906,
40361906,
40361906,
40361906,
40361906,
40361906,
40361906,
40361906,
40363433,GENODEM1HRL
40370024,DEUTDEDB403
40370024,DEUTDEDB405
40370024,DEUTDEDB406
40370024,DEUTDEDB401
40370024,DEUTDEDB407
40370024,DEUTDEDB408
40370024,DEUTDEDB409
40370079,DEUTDE3B403
40370079,DEUTDE3B406
40370079,DEUTDE3B405
40370079,DEUTDE3B401
40370079,DEUTDE3B409
40370079,DEUTDE3B408
40370079,DEUTDE3B407
41000000,MARKDEF1410
41010111,ESSEDE5F410
41010111,ESSEDE5F411
41040018,COBADEFF410
41040018,COBADEFF412
41041000,COBADEFFZTB
41050095,WELADED1HAM
41051605,WELADED1WRN
41051845,WELADED1BGK
41051845,
41060120,
41060120,GENODEM1HMM
41061011,GENODEM1HBH
41061011,
41061903,GENODEM1BAG
41062215,GENODEM1BO1
41062215,
41070024,DEUTDEDB410
41070024,DEUTDEDB412
41070049,DEUTDEDE410
41070049,DEUTDEDE412
41240048,COBADEFF941
41250035,WELADED1BEK
41250035,
41260006,GENODEM1BEK
41260006,
41260006,
41260006,
41260006,
41260006,
41261324,GENODEM1EOW
41261324,
41261419,GENODEM1OEN
41261419,
41261419,
41261419,
41262501,GENODEM1AHL
41262501,
41262501,
41262501,
41262501,
41262621,GENODEM1SDH
41262621,
41262621,
41262621,
41262621,
41262621,
41262621,
41262621,
41280043,DRESDEFF413
41280043,
41280043,
41440018,COBADEFF414
41450075,WELADED1SOS
41450075,
41450075,
41450075,
41450075,
41451750,WELADED1WRL
41451750,
41451750,
41460116,GENODEM1SOE
41460116,
41460116,
41460116,
41460116,
41460116,
41460116,
41462295,GENODEM1WRU
41462295,
41650001,WELADED1LIP
41651770,WELADED1HSL
41651815,WELADED1ERW
41651815,
41651965,WELADED1GES
41652560,WELADED1WAR
41660124,
41660124,GENODEM1LPS
41660124,
41660124,
41661206,GENODEM1ANR
41661206,
41661206,
41661206,
41661504,
41661504,GENODEM1LBH
41661719,
41661719,GENODEM1BRI
41662465,GENODEM1SGE
41662465,
41662557,GENODEM1WST
41663335,GENODEM1HOE
41663335,
41670024,DEUTDEDB416
41670024,DEUTDEDB417
41670024,DEUTDEDB414
41670024,DEUTDEDB418
41670027,DEUTDE3B416
41670028,DEUTDE3B417
41670029,DEUTDE3B414
41670030,DEUTDE3B418
42000000,MARKDEF1420
42010111,ESSEDE5F420
42030600,ISBKDEFXGEL
42040040,COBADEFF420
42040040,COBADEFF421
42050001,WELADED1GEK
42070024,DEUTDEDB420
42070024,DEUTDEDB422
42070024,DEUTDEDB423
42070024,DEUTDEDB424
42070024,DEUTDEDB366
42070024,DEUTDEDB426
42070024,DEUTDEDB425
42070024,DEUTDEDB421
42070062,DEUTDEDE420
42070062,DEUTDEDE384
42070062,DEUTDEDE422
42070062,DEUTDEDE424
42070062,DEUTDEDE423
42070062,DEUTDEDE425
42070062,DEUTDEDE426
42070062,DEUTDEDE421
42080082,DRESDEFF420
42260001,GENODEM1GBU
42260001,
42260001,
42260001,
42260001,
42260001,
42260001,
42260001,
42450040,WELADED1GLA
42451220,WELADED1BOT
42461435,GENODEM1KIH
42461435,
42600000,MARKDEF1426
42610112,ESSEDE5F426
42610112,ESSEDE5F427
42640048,COBADEFF426
42650150,WELADED1REK
42650150,
42650150,
42650150,
42650150,
42650150,
42650150,
42650150,
42651315,WELADED1HAT
42661008,GENODEM1MRL
42661008,
42661008,
42661330,GENODEM1HLT
42661330,
42661522,
42661522,GENODEM1HWE
42661717,
42661717,
42661717,
42661717,
42661717,GENODEM1WLW
42661717,
42662320,GENODEM1DST
42662320,
42680081,DRESDEFF426
42680081,
42840005,COBADEFF428
42840005,COBADEFF429
42840005,COBADEFF427
42850035,WELADED1BOH
42860003,GENODEM1BOH
42860003,
42860003,
42861239,GENODEM1RKN
42861239,
42861387,GENODEM1BOB
42861387,
42861387,
42861387,
42861387,
42861387,
42861387,
42861387,
42861387,
42861387,
42861416,GENODEM1HDI
42861416,
42861515,GENODEM1BOG
42861515,
42861608,GENODEM1HEI
42861608,
42861814,GENODEM1RHD
42861814,
42861814,
42862451,GENODEM1RAE
42862451,
42870024,DEUTDEDB428
42870024,DEUTDEDB429
42870077,DEUTDE3B428
42870077,DEUTDE3B429
43000000,MARKDEF1430
43010111,ESSEDE5F430
43010111,ESSEDE5F431
43010111,ESSEDE5F434
43010111,ESSEDE5F433
43010111,ESSEDE5F436
43010111,ESSEDE5F437
43040036,COBADEFF430
43040036,COBADEFF432
43040036,
43050001,WELADED1BOC
43051040,WELADED1HTG
43060129,GENODEM1BOC
43060129,
43060129,
43060129,
43060129,
43060129,
43060967,GENODEM1GLS
43060967,
43060967,
43060967,
43070024,DEUTDEDB430
43070024,DEUTDEDB433
43070024,DEUTDEDB432
43070024,DEUTDEDB434
43070024,DEUTDEDB431
43070061,DEUTDEDE430
43070061,DEUTDEDE433
43070061,DEUTDEDE434
43070061,DEUTDEDE432
43070061,DEUTDEDE431
43080083,DRESDEFF430
43080083,
43250030,WELADED1HRN
44000000,MARKDEF1440
44010046,PBNKDEFFXXX
44010111,ESSEDE5F440
44010111,ESSEDE5F441
44010200,BHWXDE31XXX
44010300,ABNADEFFDOR
44020090,HYVEDEMM808
44020090,HYVEDEMM808
44040037,COBADEFF440
44040037,COBADEFF448
44040037,COBADEFF442
44040037,COBADEFF444
44040037,
44040037,
44040037,
44040060,COBADEFF080
44040061,COBADEFF081
44040085,COBADEFFINT
44050000,WELADE3DXXX
44050199,DORTDE33XXX
44060122,GENODEM1DNW
44060122,
44060604,DAAEDED1004
44064406,GENODED1KDD
44070024,DEUTDEDB440
44070024,DEUTDEDB441
44070024,DEUTDEDB442
44070024,DEUTDEDB444
44070024,DEUTDEDB443
44070024,DEUTDEDB447
44070024,DEUTDEDB448
44070050,DEUTDEDE440
44070050,DEUTDEDE441
44070050,DEUTDEDE442
44070050,DEUTDEDE443
44070050,DEUTDEDE444
44070050,DEUTDEDE447
44070050,DEUTDEDE448
44080050,DRESDEFF440
44080050,
44080050,
44080050,
44080050,
44080050,
44080050,
44080050,
44080050,
44080050,
44080050,
44080050,
44080050,
44080055,DRESDEFF446
44080057,DRESDEFF447
44080085,DRESDEFFI69
44089320,DRESDEFFI18
44090920,GENODEF1P04
44152370,WELADED1LUN
44152370,
44152490,WELADED1SWT
44160014,GENODEM1DOR
44160014,
44160014,
44160014,
44160014,
44160014,
44160014,
44160014,
44160014,
44160014,
44160014,
44160014,
44340037,COBADEFF443
44350060,WELADED1UNN
44350060,
44351380,WELADED1KAM
44351740,WELADED1FRN
44360002,GENODEM1UNA
44361342,GENODEM1KWK
44361342,
44361342,
44361342,
44540022,COBADEFF445
44540022,COBADEFF446
44540022,COBADEFF447
44550045,WELADED1ISL
44551210,WELADED1HEM
44570004,DEUTDEDW445
44570004,DEUTDEDW446
44570004,DEUTDEDW447
44570004,DEUTDEDW444
44570004,DEUTDEDW449
44570004,DEUTDEDW443
44570004,DEUTDEDW448
44570024,DEUTDEDB445
44570024,DEUTDEDB446
44570024,DEUTDEDB954
44570024,DEUTDEDB955
44570024,DEUTDEDB956
44570024,DEUTDEDB449
44570024,DEUTDEDB953
44580070,DRESDEFF445
44580070,
44580070,
44580070,
44580085,DRESDEFFI70
44750065,WELADED1MEN
44761312,GENODEM1MEN
44761312,
44761534,GENODEM1NRD
44761534,
44761534,
44761534,
44761534,
44761534,
44761534,
44761534,
44761534,
44761534,
44761534,
44761534,
44761534,
45000000,MARKDEF1450
45040042,COBADEFF450
45040042,
45050001,WELADE3HXXX
45051485,WELADED1HER
45060009,GENODEM1HGN
45060009,
45060009,
45060009,
45060009,
45060009,
45060009,
45060009,
45061524,GENODEM1HLH
45061524,
45061524,
45070002,DEUTDEDW450
45070002,DEUTDEDW454
45070002,DEUTDEDW456
45070002,DEUTDEDW453
45070002,DEUTDEDW451
45070024,DEUTDEDB450
45070024,DEUTDEDB454
45070024,DEUTDEDB453
45070024,DEUTDEDB456
45070024,DEUTDEDB451
45080060,DRESDEFF450
45080060,
45080060,
45080060,
45080060,
45240056,COBADEFF452
45250035,WELADED1WTN
45251480,WELADED1WET
45251515,SPSHDE31XXX
45260041,GENODEM1WTN
45260475,GENODEM1BFG
45260475,
45261547,
45261547,
45261547,
45261547,GENODEM1SPO
45261547,
45261547,
45450050,WELADED1GEV
45451060,WELADED1ENE
45451060,
45451555,WELADED1SLM
45660029,GENODEM1ALA
45840026,COBADEFF458
45840026,COBADEFF455
45840026,COBADEFF456
45840026,COBADEFF453
45840026,COBADEFF457
45840026,COBADEFF449
45841031,COBADEFF459
45850005,WELADED1LSD
45850005,
45850005,
45850005,
45851020,WELADED1PLB
45851020,
45851020,
45851020,
45851020,
45851020,
45851665,WELADED1KMZ
45851665,
45860033,GENODEM1LHA
45860033,
45861434,GENODEM1KIE
45861434,
45861617,GENODEM1MOM
45861617,
46000000,MARKDEF1460
46010111,ESSEDE5F460
46040033,COBADEFF460
46040033,COBADEFF465
46040033,COBADEFF463
46040033,COBADEFF464
46040033,COBADEFF461
46040033,
46040033,
46050001,WELADED1SIE
46051240,WELADED1BUB
46051240,
46051733,WELADED1FRE
46051875,WELADED1HIL
46052855,WELADED1SMB
46053480,WELADED1BEB
46053480,
46053480,
46060040,GENODEM1SNS
46060040,
46060040,
46060040,
46060040,
46060040,
46060040,
46060040,
46060040,
46060040,
46061724,GENODEM1FRF
46061724,
46061724,
46062817,GENODEM1SMA
46062817,
46062817,
46062817,
46062817,
46062817,
46062817,
46062817,
46063405,GENODEM1BB1
46063405,
46063405,
46063405,
46070024,DEUTDEDB460
46070024,DEUTDEDB962
46070024,DEUTDEDB963
46070024,DEUTDEDB463
46070024,DEUTDEDB469
46070024,DEUTDEDB466
46070024,DEUTDEDB461
46070024,DEUTDEDB516
46070024,DEUTDEDB470
46070024,DEUTDEDB967
46070024,DEUTDEDB471
46070024,DEUTDEDB966
46070024,DEUTDEDB964
46070024,DEUTDEDB465
46070024,DEUTDEDB462
46070024,DEUTDEDB965
46070024,DEUTDEDB464
46070090,DEUTDEDK460
46070090,DEUTDEDK461
46070090,DEUTDEDK466
46070090,DEUTDEDK463
46070090,DEUTDEDK516
46070090,DEUTDEDK468
46070090,DEUTDEDK467
46070090,DEUTDEDK470
46070090,DEUTDEDK465
46070090,DEUTDEDK474
46070090,DEUTDEDK471
46070090,DEUTDEDK469
46070090,DEUTDEDK462
46070090,DEUTDEDK473
46070090,DEUTDEDK464
46070090,DEUTDEDK475
46070090,DEUTDEDK472
46080010,DRESDEFF460
46080010,
46080010,
46080010,
46240016,COBADEFF462
46250049,WELADED1OPE
46250049,
46250049,
46251590,WELADED1FTR
46251630,WELADED1ALK
46251630,
46251630,
46260023,
46260023,GENODEM1OLP
46261306,GENODEM1ATT
46261607,
46261607,GENODEM1GLG
46261607,
46261822,GENODEM1WDD
46261822,
46261822,
46261822,
46262456,
46262456,GENODEM1HUL
46400000,MARKDEF1464
46441003,COBADEFF468
46451012,WELADED1MES
46451012,
46451250,WELADED1BST
46461126,
46461126,GENODEM1SRL
46462271,GENODEM1ANO
46462271,
46464453,GENODEM1RET
46464453,
46464453,
46464453,
46640018,COBADEFF466
46650005,WELADED1ARN
46650005,
46660022,GENODEM1NEH
46660022,
46660022,
46660022,
46660022,
46660022,
46660022,
46670007,DEUTDEDW466
46670007,DEUTDEDW467
46670007,DEUTDEDW468
46670024,DEUTDEDB961
46670024,DEUTDEDB468
46670024,DEUTDEDB467
47200000,MARKDEF1472
47240047,COBADEFF472
47240047,COBADEFF416
47240047,COBADEFF473
47250101,WELADED1PBN
47251550,WELADED1HXB
47251550,
47251550,
47251550,
47251550,
47251550,
47251550,
47251550,
47251550,
47251550,
47251740,WELADED1DEL
47260121,DGPBDE3MXXX
47260121,
47260121,DGPBDE3MALT
47260121,
47260121,DGPBDE3MDRI
47260121,DGPBDE3MLIP
47260121,DGPBDE3MBRA
47260121,DGPBDE3MBUR
47260121,DGPBDE3MDEL
47260121,DGPBDE3MHOV
47260121,DGPBDE3MHOX
47260121,DGPBDE3MWAR
47260121,DGPBDE3MSTE
47260121,DGPBDE3MSAL
47260121,
47260121,
